,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10
T0581,47,44,44,46,46,42,42,46,44,45
T0582,47,48,48,46,47,45,42,48,45,47
T0583,42,43,48,42,42,45,44,41,40,41
T0584,41,46,44,47,40,47,47,46,40,43
T0585,47,42,48,44,44,42,42,48,47,46
T0586,48,44,48,48,47,48,45,45,40,47
T0587,47,43,44,43,46,45,42,40,42,41
T0588,43,45,40,41,42,43,42,41,46,44
T0589,45,43,42,47,41,41,41,45,40,48
T0590,45,45,45,44,40,46,47,48,46,43
T0591,42,40,40,48,42,45,44,46,44,43
T0592,46,43,46,42,40,45,40,42,43,45
T0593,40,47,44,43,45,43,44,45,43,43
T0594,41,42,42,45,41,40,41,40,42,41
T0595,44,45,41,41,48,48,46,48,43,40
T0596,40,40,44,41,42,40,45,48,45,40
T0597,46,42,40,45,46,40,48,44,44,43
T0598,46,41,41,46,45,46,45,43,42,42
T0599,40,45,40,48,47,48,47,43,43,47
T0600,43,42,40,46,46,46,40,44,42,41
T0601,42,48,40,43,40,42,46,40,45,44
T0602,45,48,43,44,46,46,43,40,42,48
T0603,41,40,42,42,41,45,45,43,41,45
T0604,45,45,41,46,43,43,46,41,42,44
T0605,41,48,43,47,43,43,47,45,46,47
T0606,46,43,44,45,41,45,41,45,47,44
T0607,46,48,47,41,48,42,40,45,41,44
T0608,44,42,42,43,47,46,47,44,47,41
T0609,43,44,41,45,41,41,40,43,45,42
T0610,46,43,41,42,40,47,42,48,42,46
T0611,44,45,42,44,47,41,47,44,44,41
T0612,42,45,45,46,48,43,43,45,47,42
T0613,41,42,45,42,41,43,48,48,48,48
T0614,46,47,46,42,48,44,46,44,44,44
T0615,46,48,44,48,41,43,45,44,45,47
T0616,46,46,45,44,44,41,42,46,46,40
T0617,42,40,46,48,40,48,43,48,41,42
T0618,40,45,43,48,40,40,43,46,47,40
T0619,44,46,42,43,42,48,47,45,43,42
T0620,44,41,47,44,42,40,47,47,45,45
T0621,44,41,40,44,45,48,46,42,41,47
T0622,45,46,43,44,42,46,41,42,46,42
T0623,43,44,46,42,43,45,44,46,42,42
T0624,40,44,41,40,44,43,40,44,45,43
T0625,43,40,48,45,43,43,47,45,47,43
T0626,45,41,44,46,44,44,41,44,46,43
T0627,48,41,48,43,48,47,48,44,43,46
T0628,45,46,44,44,44,48,42,43,44,44
T0629,47,47,47,41,46,44,47,48,46,45
T0630,41,42,44,40,44,47,48,40,45,48
T0631,44,46,48,43,40,45,45,46,43,44
T0632,40,40,43,40,48,42,41,44,45,41
T0633,45,45,45,48,43,46,47,40,46,42
T0634,40,44,41,48,46,42,45,44,44,46
T0635,44,41,43,40,45,45,41,40,44,45
T0636,42,45,48,42,42,45,46,47,42,47
T0637,45,45,43,42,46,40,47,44,44,42
T0638,44,45,40,44,45,48,48,41,45,41
T0639,48,46,43,40,46,41,43,40,47,44
T0640,46,48,48,42,42,48,47,47,43,47
T0641,41,41,46,44,45,47,46,48,48,41
T0642,44,48,48,45,46,42,42,41,45,40
T0643,48,46,47,41,43,47,43,48,44,45
T0644,40,44,46,45,41,42,43,45,43,44
T0645,43,48,48,47,46,40,45,48,44,46
T0646,40,43,45,42,41,42,44,47,44,48
T0647,46,42,40,40,43,47,47,46,46,45
T0648,45,48,41,44,40,41,47,47,44,42
T0649,46,46,40,41,48,44,40,46,47,46
T0650,40,47,46,48,47,45,48,47,44,40
T0651,44,48,48,45,41,43,43,42,44,40
T0652,40,45,48,44,41,45,48,48,42,46
T0653,41,41,47,48,42,46,41,45,43,45
T0654,45,44,43,42,47,46,47,47,44,48
T0655,47,43,43,43,40,44,45,40,40,45
T0656,44,48,44,42,46,47,40,47,41,41
T0657,45,47,47,42,47,42,44,44,42,47
T0658,45,46,40,45,40,45,41,46,47,41
T0659,48,44,45,45,43,42,43,47,45,44
T0660,40,45,45,44,48,40,48,48,43,46
T0661,47,43,47,42,44,47,44,45,45,48
T0662,44,44,46,46,48,48,46,47,45,46
T0663,48,44,46,44,48,43,45,41,41,45
T0664,47,40,44,40,43,41,41,45,46,47
T0665,46,46,45,44,48,40,44,44,43,41
T0666,46,41,42,40,42,44,47,46,40,46
T0667,44,46,45,40,46,41,46,42,40,43
T0668,41,47,41,40,41,42,40,42,45,45
T0669,43,46,40,40,45,47,43,45,46,46
T0670,47,43,45,45,48,46,43,47,46,41
T0671,40,46,48,42,48,45,46,43,41,42
T0672,44,41,45,44,43,48,40,48,44,43
T0673,42,41,47,47,42,44,40,40,47,41
T0674,44,46,46,42,41,41,42,48,40,42
T0675,46,48,41,46,47,43,42,44,47,42
T0676,45,43,43,47,42,42,48,42,42,45
T0677,45,40,42,43,46,45,43,47,46,48
T0678,47,47,43,45,44,41,46,46,45,47
T0679,43,41,40,48,46,48,43,44,48,40
T0680,40,45,40,48,40,46,41,43,43,46
T0681,43,41,41,42,43,48,46,48,42,47
T0682,48,45,48,40,42,41,45,44,47,43
T0683,45,42,46,41,46,42,44,42,48,41
T0684,40,40,47,43,45,46,45,45,42,47
T0685,43,44,46,42,41,44,40,42,42,43
T0686,45,45,45,48,41,44,41,45,46,48
T0687,43,45,47,40,44,44,48,42,42,44
T0688,48,41,41,41,48,42,47,40,40,42
T0689,42,42,46,42,45,48,47,41,48,41
T0690,46,48,40,42,45,45,43,48,43,48
T0691,47,40,41,42,46,42,47,47,46,42
T0692,45,42,48,45,48,47,42,48,42,40
T0693,40,47,40,47,42,45,48,48,43,47
T0694,43,45,44,41,47,43,41,46,44,46
T0695,42,45,42,45,45,48,43,44,43,47
T0696,46,42,43,40,45,43,47,43,46,43
T0697,45,48,47,44,48,46,48,47,42,45
T0698,42,43,45,45,41,48,46,42,44,48
T0699,47,42,40,40,48,47,41,40,42,44
T0700,48,44,45,47,46,46,46,45,46,46
T0701,45,48,43,46,42,42,40,44,42,40
T0702,47,48,48,47,41,45,41,40,44,45
T0703,48,44,45,44,40,40,46,41,42,47
T0704,45,44,45,40,41,45,46,45,42,45
T0705,43,46,43,40,48,44,41,48,40,44
T0706,41,43,46,45,40,41,41,42,48,46
T0707,43,46,42,42,41,47,40,45,42,40
T0708,45,41,46,46,46,44,44,42,42,41
T0709,41,40,48,44,44,40,40,47,46,45
T0710,40,44,43,43,43,46,43,44,46,47
T0711,40,47,44,44,46,46,47,45,44,46
T0712,45,45,41,46,45,46,43,40,48,45
T0713,40,47,45,47,45,46,48,44,47,40
T0714,43,44,42,46,44,41,48,42,40,41
T0715,48,48,46,42,43,41,41,45,43,40
T0716,43,40,46,40,45,47,43,46,45,40
T0717,40,43,48,45,44,42,41,48,45,48
T0718,46,45,47,48,47,40,41,47,46,45
T0719,41,44,47,46,45,46,41,48,43,43
T0720,43,43,43,46,45,45,42,41,44,42
T0721,42,48,47,42,45,43,43,40,41,48
T0722,41,47,44,40,48,42,42,44,47,42
T0723,41,41,42,45,44,41,40,44,42,48
T0724,48,43,43,43,44,42,46,48,48,47
T0725,42,45,45,48,48,45,41,46,43,45
T0726,41,48,42,45,41,41,46,42,47,41
T0727,46,41,48,45,42,45,48,44,44,46
T0728,45,41,40,40,47,40,40,42,46,43
T0729,43,46,47,41,46,47,45,41,45,41
T0730,41,43,43,43,43,48,40,42,43,40
T0731,48,44,41,45,46,40,48,45,41,42
T0732,48,44,40,43,42,48,42,46,46,47
T0733,41,43,44,45,41,43,44,47,48,41
T0734,47,43,44,45,45,46,44,48,42,45
T0735,47,40,48,47,48,40,44,48,43,48
T0736,40,44,47,44,45,42,43,48,40,42
T0737,44,45,40,43,44,42,48,48,42,48
T0738,44,48,46,43,46,47,42,44,43,42
T0739,47,48,48,47,44,41,42,47,48,48
T0740,48,43,40,40,42,44,45,47,46,43
T0741,46,43,47,41,46,43,40,42,48,45
T0742,48,48,40,45,42,42,40,45,46,41
T0743,47,42,46,46,42,47,42,46,42,41
T0744,45,41,42,44,44,44,41,45,47,43
T0745,44,48,40,42,43,44,44,47,46,46
T0746,44,42,44,47,47,48,44,46,40,43
T0747,43,45,45,47,41,40,47,40,45,43
T0748,48,40,43,46,44,44,48,41,43,40
T0749,41,40,45,42,41,48,48,45,47,48
T0750,44,45,40,47,45,43,42,46,40,43
T0751,45,41,44,41,40,42,45,45,46,46
T0752,45,42,44,47,43,40,43,48,41,47
T0753,40,45,46,41,44,40,45,41,44,47
T0754,43,42,45,44,44,45,45,45,47,41
T0755,48,41,44,47,42,45,45,45,46,42
T0756,43,44,40,41,48,43,42,48,45,46
T0757,41,43,45,41,46,43,42,47,40,43
T0758,41,41,42,45,43,44,44,43,47,44
T0759,43,48,45,42,41,42,44,43,48,48
T0760,48,45,43,41,42,42,43,40,48,45
T0761,40,41,41,46,47,43,48,46,41,46
T0762,43,41,47,41,44,44,43,40,47,45
T0763,48,43,48,44,41,41,46,42,41,40
T0764,40,43,43,42,47,48,44,41,40,47
T0765,41,46,41,41,48,44,46,47,48,40
T0766,46,41,41,48,47,47,45,40,45,43
T0767,43,43,45,43,47,46,48,44,46,40
T0768,48,45,45,41,40,47,41,48,41,43
T0769,40,41,48,44,46,48,41,44,44,47
T0770,46,46,41,44,48,45,40,42,46,40
T0771,42,43,40,46,47,40,41,43,43,41
T0772,48,45,47,45,43,48,40,47,43,47
T0773,47,43,48,40,44,44,40,47,41,45
T0774,45,46,42,40,46,45,42,43,40,45
T0775,46,42,40,41,43,41,43,40,40,47
T0776,46,46,43,45,42,45,42,47,41,42
T0777,41,42,48,40,44,47,43,46,44,44
T0778,45,41,42,42,45,40,47,43,40,44
T0779,42,40,41,48,44,44,40,40,45,44
T0780,43,46,48,48,46,41,46,48,48,43
T0781,42,44,46,40,45,42,41,48,41,44
T0782,41,43,43,40,43,48,42,46,48,48
T0783,42,45,42,45,46,45,47,41,48,41
T0784,44,46,47,48,46,42,45,42,43,42
T0785,40,44,41,48,47,43,40,48,45,45
T0786,45,41,42,46,47,44,42,43,40,44
T0787,43,40,48,47,48,43,43,41,40,48
T0788,44,40,43,44,40,43,47,45,41,48
T0789,42,44,41,45,47,42,47,43,43,45
T0790,44,44,40,41,47,44,42,42,40,44
T0791,41,44,45,47,46,43,46,43,40,48
T0792,45,42,48,44,41,44,47,44,40,46
T0793,40,43,42,42,42,43,41,48,47,43
T0794,44,40,45,42,42,48,43,46,47,42
T0795,42,46,40,45,41,40,42,42,44,41
T0796,47,45,45,41,43,44,43,48,45,47
T0797,40,45,48,42,42,47,44,47,41,40
T0798,46,48,43,44,45,42,40,41,45,45
T0799,48,43,42,44,47,41,42,48,46,42
T0800,43,46,43,41,42,41,41,46,41,46
T0801,42,42,46,42,48,40,43,45,41,45
T0802,40,41,41,46,42,41,43,48,40,40
T0803,48,47,47,46,44,40,43,46,40,41
T0804,43,40,42,44,47,45,48,40,46,41
T0805,43,45,41,44,44,48,46,45,46,40
T0806,40,46,43,41,48,40,40,44,44,44
T0807,43,42,40,48,45,48,47,47,42,48
T0808,47,43,48,42,41,48,41,43,46,44
T0809,47,44,40,44,47,42,45,43,42,41
T0810,46,46,48,41,47,43,45,46,48,43
T0811,44,47,45,42,45,48,40,41,47,47
T0812,47,44,42,45,42,48,48,41,48,43
T0813,40,42,43,48,46,44,47,48,48,48
T0814,42,43,46,43,48,40,40,47,45,46
T0815,44,45,46,44,42,48,44,43,41,45
T0816,42,41,42,48,47,42,43,43,43,43
T0817,45,41,46,44,47,42,45,44,43,45
T0818,47,48,41,44,48,42,43,46,46,47
T0819,44,48,41,40,45,44,41,48,40,42
T0820,42,45,44,42,45,47,40,42,48,47
T0821,40,43,48,45,42,47,41,46,45,47
T0822,41,46,45,43,47,48,45,47,48,46
T0823,46,45,43,45,45,44,45,46,48,47
T0824,47,43,48,41,42,40,43,47,40,48
T0825,40,44,45,48,40,40,40,46,41,42
T0826,41,47,45,48,43,42,43,42,48,41
T0827,41,47,48,42,46,47,41,40,43,40
T0828,46,46,42,48,46,41,46,47,41,45
T0829,45,47,43,42,42,44,45,46,48,43
T0830,46,46,42,42,40,44,43,44,44,48
T0831,45,44,42,41,47,47,46,41,44,42
T0832,44,46,45,41,45,46,44,40,42,44
T0833,47,43,41,47,43,48,41,45,46,45
T0834,44,47,43,41,46,40,43,44,45,40
T0835,47,40,45,47,43,46,45,45,42,41
T0836,41,41,42,41,43,44,41,48,40,40
T0837,44,46,41,43,47,40,42,47,47,45
T0838,41,44,41,44,44,42,41,43,46,47
T0839,48,40,42,41,44,46,45,42,47,48
T0840,41,43,44,41,48,40,41,48,41,41
T0841,47,41,44,47,41,42,42,43,45,43
T0842,48,47,43,44,40,42,40,43,46,48
T0843,41,40,41,44,41,41,46,46,46,42
T0844,45,47,45,42,43,48,40,48,43,45
T0845,40,40,48,41,47,42,48,43,46,44
T0846,47,42,48,41,47,42,42,44,45,42
T0847,46,45,40,42,46,43,47,41,41,46
T0848,46,44,44,46,44,46,44,42,44,46
T0849,42,40,41,41,42,44,47,47,48,42
T0850,41,42,43,44,48,46,43,40,48,43
T0851,45,43,43,43,48,42,46,48,46,48
T0852,41,42,48,41,43,48,43,43,46,41
T0853,41,44,47,47,45,46,44,40,48,43
T0854,43,43,43,42,45,45,48,47,47,46
T0855,43,42,41,41,46,45,42,40,40,45
T0856,48,45,44,42,44,45,48,48,40,44
T0857,42,43,42,42,46,45,47,43,45,45
T0858,48,46,47,47,40,41,44,48,44,40
T0859,40,47,47,48,43,46,42,41,41,44
T0860,44,46,42,48,42,46,40,43,40,46
T0861,47,40,43,42,43,44,47,47,43,45
T0862,48,44,43,48,45,46,41,47,48,41
T0863,46,42,43,48,40,46,42,44,42,41
T0864,41,48,48,42,41,48,48,48,42,42
T0865,47,46,43,48,43,44,44,44,46,40
T0866,47,48,47,47,46,42,42,41,41,42
T0867,42,43,48,43,48,46,42,42,46,48
T0868,41,45,46,46,48,42,41,45,48,48
T0869,47,40,41,40,47,44,46,46,40,46
T0870,45,45,42,42,45,44,42,40,45,47
T0871,45,47,41,46,43,45,46,43,43,45
T0872,45,44,42,41,40,40,40,44,42,44
T0873,45,45,40,46,41,43,46,44,47,42
T0874,44,46,46,44,41,42,47,41,45,41
T0875,41,44,45,46,44,45,40,42,41,45
T0876,44,41,43,41,42,42,45,42,45,46
T0877,41,42,40,47,42,43,41,43,48,47
T0878,46,42,44,45,41,40,45,44,40,46
T0879,41,42,41,40,40,43,48,47,44,46
T0880,48,47,46,43,42,47,41,44,41,41
T0881,45,40,48,46,43,44,46,46,45,41
T0882,42,46,42,42,40,46,47,47,47,45
T0883,48,48,42,40,46,45,40,44,44,47
T0884,43,42,40,48,45,44,46,48,46,41
T0885,45,42,43,42,43,46,47,47,47,46
T0886,43,40,41,48,44,48,43,42,40,45
T0887,41,42,44,48,43,43,44,43,47,41
T0888,42,46,48,47,45,42,42,42,42,40
T0889,43,45,47,48,41,41,41,46,48,47
T0890,43,42,48,48,48,41,48,46,48,44
T0891,44,43,45,41,45,46,48,40,43,42
T0892,41,47,47,47,48,44,48,47,42,48
T0893,43,45,47,46,41,40,41,46,45,45
T0894,40,48,45,41,44,43,44,41,47,43
T0895,40,41,45,48,42,46,40,40,47,40
T0896,44,47,40,41,40,48,43,45,46,46
T0897,42,41,43,47,48,42,48,43,46,43
T0898,42,48,44,45,46,46,48,44,48,43
T0899,46,40,48,45,46,47,42,43,41,42
T0900,44,44,43,43,40,46,47,47,42,48
T0901,42,44,46,40,43,46,48,42,45,43
T0902,47,44,41,47,48,41,41,43,47,47
T0903,41,45,44,47,48,45,40,41,45,45
T0904,43,43,46,45,44,45,41,45,44,46
T0905,41,48,45,42,45,46,43,42,43,42
T0906,41,46,42,48,43,42,48,45,48,40
T0907,46,44,45,46,41,43,41,41,47,44
T0908,42,45,40,47,40,41,41,45,40,42
T0909,47,40,48,45,42,48,44,48,43,42
T0910,41,48,48,46,47,42,45,45,45,40
T0911,40,48,48,45,44,46,46,42,42,48
T0912,41,45,42,46,44,48,46,47,47,48
T0913,41,44,44,40,46,46,45,40,44,46
T0914,42,45,41,40,42,46,44,41,41,47
T0915,40,42,44,48,43,45,45,41,40,45
T0916,43,40,45,41,40,46,45,42,40,48
T0917,48,44,43,41,43,40,41,40,42,40
T0918,43,43,48,47,41,41,42,41,46,42
T0919,40,46,44,48,47,46,48,41,46,47
T0920,43,46,42,42,47,45,41,41,40,43
T0921,47,42,45,41,45,42,40,44,45,43
T0922,44,44,40,47,45,48,46,47,43,41
T0923,43,45,45,47,45,48,45,44,48,48
T0924,46,40,42,48,48,41,44,44,45,42
T0925,41,46,46,46,47,40,48,46,43,41
T0926,44,46,47,47,44,40,46,47,41,46
T0927,43,41,41,43,41,42,43,47,46,46
T0928,41,40,45,45,42,43,43,48,45,47
T0929,47,43,47,42,45,48,48,41,47,41
T0930,47,47,42,43,46,44,44,48,48,45
T0931,47,45,41,47,43,46,48,43,47,41
T0932,47,48,48,48,44,44,44,41,47,43
T0933,46,46,45,43,45,44,46,47,45,42
T0934,42,42,48,43,46,40,41,42,45,47
T0935,41,48,47,42,44,45,48,45,40,45
T0936,43,40,44,46,42,45,47,46,40,43
T0937,41,42,45,45,48,44,42,46,46,44
T0938,46,46,45,46,48,41,44,48,42,46
T0939,41,47,42,43,40,44,41,43,41,42
T0940,46,42,41,41,41,40,44,47,48,41
T0941,42,48,43,45,44,42,45,44,47,44
T0942,47,46,45,45,47,42,48,40,45,41
T0943,41,48,44,43,48,45,44,43,47,48
T0944,45,43,42,48,40,46,48,45,45,44
T0945,44,46,41,45,43,44,47,43,41,47
T0946,46,43,43,43,45,41,46,43,41,47
T0947,44,43,46,43,44,48,40,42,44,40
T0948,47,40,42,45,47,48,42,40,43,44
T0949,48,41,41,42,41,44,48,47,41,40
T0950,40,43,48,47,43,48,45,40,48,43
T0951,45,41,41,40,48,46,46,42,40,46
T0952,46,48,44,46,48,44,40,43,44,45
T0953,42,48,40,44,40,45,45,42,45,48
T0954,46,40,43,40,46,42,46,41,42,40
T0955,41,46,42,41,48,40,40,42,48,42
T0956,48,43,47,43,45,46,47,46,40,47
T0957,45,46,42,43,48,41,43,42,41,41
T0958,44,42,45,47,42,45,42,48,45,42
T0959,47,43,46,48,42,40,44,48,46,45
T0960,40,45,47,43,45,46,43,47,46,48
T0961,43,45,44,47,46,45,40,44,41,46
T0962,42,43,41,43,41,40,46,46,47,48
T0963,47,45,40,40,44,42,43,43,42,47
T0964,45,46,42,41,48,44,45,42,40,41
T0965,45,43,47,47,42,45,44,44,44,47
T0966,40,44,46,42,40,46,48,45,42,44
T0967,45,48,45,46,40,46,43,42,43,41
T0968,42,43,43,45,45,46,41,43,44,41
T0969,40,47,41,46,41,48,42,48,44,46
T0970,45,43,47,42,48,43,47,46,47,40
T0971,43,47,45,41,40,47,42,41,47,44
T0972,47,44,45,45,48,42,48,47,47,40
T0973,44,43,45,48,47,47,43,46,48,46
T0974,48,44,44,43,48,45,40,42,47,43
T0975,48,45,48,41,43,46,44,45,47,47
T0976,41,41,42,46,43,41,47,43,40,40
T0977,47,44,41,45,46,41,45,43,48,45
T0978,43,42,43,40,46,42,40,43,42,48
T0979,40,40,48,43,44,48,48,48,41,42
T0980,44,43,46,44,46,43,48,47,40,40
T0981,42,46,41,40,45,46,41,42,48,40
T0982,44,41,45,41,44,45,43,43,45,40
T0983,40,43,46,40,43,48,43,41,40,45
T0984,45,45,40,44,43,44,47,45,40,43
T0985,43,48,47,44,45,41,41,40,44,40
T0986,44,42,46,48,40,48,40,46,47,42
T0987,43,45,45,40,46,44,40,40,46,46
T0988,48,47,43,47,43,48,47,47,46,47
T0989,44,43,44,40,48,41,42,45,44,45
T0990,46,47,43,40,45,41,41,42,46,44
T0991,43,44,44,44,47,42,43,47,44,48
T0992,46,41,41,47,47,46,42,46,42,47
T0993,47,48,41,46,46,40,40,48,45,45
T0994,43,48,41,40,43,40,48,42,45,41
T0995,41,48,48,43,43,43,47,46,48,45
T0996,40,43,42,45,45,47,48,44,48,44
T0997,46,42,44,44,46,45,45,46,41,45
T0998,48,48,46,40,46,47,43,46,44,46
T0999,40,43,40,46,42,47,42,45,40,41
T1000,45,46,47,43,46,44,46,48,48,41
T1001,48,47,48,45,46,44,40,43,42,42
T1002,47,40,48,48,42,42,46,42,45,45
T1003,46,45,45,45,41,45,41,48,46,41
T1004,42,43,47,46,43,48,44,43,46,43
T1005,42,44,43,42,40,47,47,41,46,45
T1006,44,48,43,42,44,41,44,46,48,43
T1007,44,46,42,44,48,43,48,43,47,41
T1008,47,47,40,45,41,46,43,41,48,46
T1009,48,41,43,40,47,40,44,47,42,43
T1010,42,48,40,46,40,48,41,41,48,45
T1011,40,44,44,48,48,47,46,40,40,47
T1012,42,45,47,48,43,42,44,44,46,48
T1013,45,40,46,44,48,42,48,48,42,44
T1014,45,45,44,45,41,44,47,41,48,45
T1015,46,44,43,44,40,43,44,48,44,42
T1016,47,43,41,46,46,40,47,42,41,46
T1017,48,43,48,45,44,48,43,48,44,44
T1018,41,45,42,46,45,44,46,48,48,41
T1019,48,46,45,47,47,43,43,43,40,43
T1020,48,40,45,46,41,44,47,44,42,42
T1021,41,48,42,41,42,46,40,48,40,45
T1022,46,40,47,48,42,42,42,45,40,42
T1023,40,44,46,47,41,48,40,41,43,41
T1024,43,43,43,48,42,41,44,48,46,47
T1025,46,45,43,44,46,46,41,43,44,46
T1026,44,43,48,42,44,43,47,43,48,40
T1027,41,47,45,47,42,42,45,43,40,45
T1028,40,44,47,40,44,45,46,48,44,44
T1029,42,40,44,45,43,48,40,42,44,45
T1030,43,46,46,43,45,44,45,44,46,48
T1031,40,46,41,45,47,42,41,42,42,44
T1032,44,43,47,42,42,41,45,48,47,40
T1033,46,45,47,45,41,48,44,40,43,45
T1034,43,48,42,48,40,44,40,41,44,47
T1035,41,41,43,48,42,47,48,45,45,46
T1036,46,40,46,43,40,47,41,40,43,47
T1037,40,46,40,45,48,44,45,43,45,48
T1038,42,42,40,44,47,48,47,47,40,46
T1039,42,47,45,41,40,47,47,43,46,42
T1040,42,44,45,42,45,44,45,41,46,40
T1041,44,43,48,40,45,44,42,48,40,41
T1042,44,41,40,46,46,44,43,40,45,47
T1043,45,43,48,46,43,47,47,42,44,42
T1044,44,47,45,43,42,44,44,48,43,45
T1045,44,41,48,41,40,46,46,47,47,46
T1046,47,46,40,43,46,43,41,48,44,42
T1047,42,46,44,45,46,43,47,46,41,46
T1048,40,44,46,46,41,44,47,45,43,48
T1049,48,48,42,41,48,42,45,43,47,46
T1050,45,43,41,40,45,43,41,42,47,46
T1051,47,48,41,47,44,41,42,41,43,47
T1052,45,48,41,48,45,44,42,48,45,47
T1053,42,46,46,45,47,46,48,43,47,41
T1054,48,43,40,48,41,44,42,46,41,42
T1055,44,42,44,42,42,45,43,44,46,45
T1056,45,42,43,48,44,47,46,48,43,46
T1057,41,42,47,40,46,47,45,42,42,46
T1058,48,40,45,45,48,42,41,42,44,40
T1059,44,46,43,47,48,43,43,42,41,42
T1060,43,47,48,47,43,46,41,41,47,43
T1061,46,48,41,45,41,47,46,40,40,48
T1062,42,46,41,45,43,45,42,45,40,43
T1063,46,47,47,47,48,43,40,46,47,42
T1064,44,43,40,48,45,46,48,40,40,41
T1065,41,45,46,46,46,44,46,40,43,48
T1066,48,47,44,43,40,46,48,40,48,44
T1067,43,46,46,48,42,47,44,45,45,48
T1068,48,41,40,48,43,47,47,44,44,44
T1069,45,43,43,43,42,45,40,45,44,42
T1070,47,43,44,47,44,46,43,43,41,45
T1071,47,44,48,42,47,41,43,40,40,44
T1072,46,48,40,41,47,45,42,47,45,42
T1073,46,45,44,44,43,44,40,44,43,44
T1074,44,48,46,44,46,40,47,40,41,45
T1075,44,47,42,47,47,41,47,44,43,40
T1076,42,43,44,46,40,42,48,44,42,44
T1077,42,48,47,42,46,46,40,41,48,46
T1078,40,43,41,42,42,41,46,47,47,40
T1079,48,43,41,41,42,41,41,46,42,43
T1080,44,47,42,46,42,45,46,47,41,40
T1081,40,44,46,45,44,46,48,45,40,48
T1082,42,43,46,43,40,43,47,41,48,46
T1083,40,40,44,45,44,43,46,47,46,41
T1084,46,44,40,45,45,45,45,45,41,45
T1085,40,46,44,46,41,40,40,45,41,44
T1086,47,45,44,47,48,46,43,40,48,41
T1087,41,44,41,42,41,46,41,41,43,45
T1088,46,40,41,42,42,46,43,42,40,45
T1089,45,44,41,40,42,46,40,40,45,45
T1090,40,45,41,47,47,40,47,45,47,40
T1091,44,40,43,45,41,45,40,46,46,47
T1092,47,44,40,41,46,40,40,43,41,48
T1093,40,40,48,44,48,48,44,46,45,43
T1094,45,42,42,45,42,43,42,47,40,46
T1095,42,47,42,43,41,40,42,42,42,44
T1096,46,46,40,43,41,42,45,41,41,47
T1097,41,46,46,41,48,47,42,45,46,47
T1098,44,46,47,45,48,45,43,42,47,47
T1099,42,46,42,43,43,43,46,48,48,42
T1100,41,41,45,47,47,40,40,41,48,48
T1101,45,43,42,47,43,47,44,41,42,41
T1102,43,41,45,48,44,40,41,48,41,45
T1103,47,40,43,42,46,42,43,45,41,43
T1104,41,47,42,45,40,48,46,42,44,41
T1105,48,47,42,41,42,48,46,44,42,40
T1106,41,42,42,47,40,42,40,48,46,44
T1107,47,47,43,46,43,42,42,40,44,43
T1108,46,47,48,44,47,41,47,45,43,47
T1109,48,43,41,42,42,40,44,46,48,41
T1110,42,40,44,43,48,48,45,43,41,43
T1111,40,40,44,40,45,46,47,44,44,48
T1112,43,42,41,46,43,42,43,44,44,41
T1113,42,44,44,45,42,45,45,42,48,40
T1114,46,40,42,42,44,46,46,47,45,41
T1115,42,41,40,41,41,46,42,47,44,44
T1116,41,44,47,48,46,43,40,44,45,46
T1117,43,42,42,40,42,44,48,46,42,42
T1118,40,45,41,44,48,42,43,48,40,43
T1119,47,43,47,48,46,45,48,46,44,46
T1120,43,48,40,42,46,41,42,42,46,47
T1121,44,42,46,40,43,48,47,48,45,46
T1122,47,44,45,41,41,46,42,48,45,42
T1123,42,46,45,48,46,42,42,42,42,47
T1124,43,41,41,43,42,43,45,40,46,40
T1125,44,42,42,41,40,44,40,48,46,43
T1126,40,40,44,43,40,48,46,48,44,42
T1127,43,41,40,40,42,42,45,45,43,47
T1128,42,45,46,42,41,43,40,47,47,46
T1129,43,43,42,43,46,42,42,40,42,40
T1130,43,48,46,48,42,42,42,47,47,42
T1131,44,45,45,43,42,44,42,41,48,44
T1132,47,44,40,41,46,45,46,46,40,40
T1133,41,47,48,40,45,46,48,45,44,41
T1134,40,40,42,42,48,44,47,44,43,43
T1135,48,44,40,47,44,41,46,45,44,42
T1136,47,45,46,44,41,41,47,46,46,48
T1137,46,47,48,40,47,44,47,41,40,46
T1138,47,42,43,42,44,44,44,43,44,45
T1139,42,46,40,47,40,47,46,44,45,42
T1140,43,45,44,48,44,46,48,45,45,40
T1141,46,43,41,44,41,48,47,41,41,47
T1142,42,40,45,41,41,48,43,47,44,48
T1143,47,47,44,40,44,43,45,42,47,45
T1144,43,45,46,43,42,45,42,47,45,41
T1145,45,47,40,45,41,45,47,40,41,43
T1146,47,47,46,43,41,42,41,45,45,44
T1147,41,47,46,40,40,46,47,40,44,43
T1148,42,48,43,46,48,46,48,44,41,41
T1149,46,45,45,47,45,43,40,47,43,48
T1150,47,42,48,48,47,41,47,47,46,42
T1151,44,43,46,48,42,45,46,45,48,47
T1152,44,44,44,45,46,44,43,44,43,40
T1153,47,43,40,41,44,42,48,43,48,44
T1154,42,48,43,46,40,48,47,42,40,45
T1155,45,44,42,41,48,46,44,47,47,41
T1156,41,42,42,46,48,40,44,45,40,46
T1157,46,41,46,44,47,40,44,44,46,44
T1158,48,46,40,45,41,41,44,48,42,45
T1159,48,47,41,43,43,48,40,43,42,44
T1160,45,40,46,44,44,46,40,44,43,47
T1161,42,42,42,46,46,43,48,47,40,41
T1162,47,42,41,40,42,44,44,47,46,43
